timestamp,experiment_phase,phase_progress,step,time,battery_level,motor_temperature
1770546545.041515,turning_left,0.36,27,0.54,97.3,48.272628261761035
1770546545.0619886,turning_left,0.37333333333333335,28,0.56,97.2,49.51495059913258
1770546545.0831068,turning_left,0.38666666666666666,29,0.58,97.1,44.19684148634572
1770546545.1039612,turning_left,0.4,30,0.6,97.0,42.20458517309444
1770546545.1244903,turning_left,0.41333333333333333,31,0.62,96.9,42.765283073265444
1770546545.145302,turning_left,0.4266666666666667,32,0.64,96.8,47.03691773003807
1770546545.1660216,turning_left,0.44,33,0.66,96.7,48.93904973313827
1770546545.1865618,turning_left,0.4533333333333333,34,0.68,96.6,41.96074210477285
1770546545.2086828,turning_left,0.4666666666666667,35,0.7000000000000001,96.5,40.90894507306013
1770546545.2294078,turning_left,0.48,36,0.72,96.4,41.01181421416367
1770546545.250123,turning_left,0.49333333333333335,37,0.74,96.3,49.079491046352885
1770546545.2708678,turning_left,0.5066666666666667,38,0.76,96.2,42.85005913851613
1770546545.291503,turning_left,0.52,39,0.78,96.1,40.371950358972065
1770546545.3129096,turning_left,0.5333333333333333,40,0.8,96.0,43.11067068653794
1770546545.334146,turning_left,0.5466666666666666,41,0.8200000000000001,95.9,40.32270329091402
1770546545.3550777,turning_left,0.56,42,0.84,95.8,43.54903297724085
1770546545.3762898,turning_left,0.5733333333333334,43,0.86,95.7,43.89995871846114
1770546545.3970659,turning_left,0.5866666666666667,44,0.88,95.6,45.38581675429442
1770546545.41754,turning_left,0.6,45,0.9,95.5,43.10769360033179
1770546545.4378672,turning_left,0.6133333333333333,46,0.92,95.4,46.791559747863076
1770546545.4585085,turning_left,0.6266666666666667,47,0.9400000000000001,95.3,40.26263828103447
1770546545.4792957,turning_left,0.64,48,0.96,95.2,46.609172448825504
1770546545.501193,turning_left,0.6533333333333333,49,0.98,95.1,43.003110028849505
1770546545.5220056,turning_left,0.6666666666666666,50,1.0,95.0,49.628174390685665
1770546545.542615,turning_left,0.68,51,1.02,94.9,46.8619526644489
1770546545.5629988,turning_left,0.6933333333333334,52,1.04,94.8,41.952432824824264
1770546545.5835133,turning_left,0.7066666666666667,53,1.06,94.7,40.03349434377775
1770546545.6039674,turning_left,0.72,54,1.08,94.6,47.45435363852531
1770546545.6244917,turning_left,0.7333333333333333,55,1.1,94.5,43.05291281411796
1770546545.6451573,turning_left,0.7466666666666667,56,1.12,94.4,41.97995730209685
1770546545.6658623,turning_left,0.76,57,1.1400000000000001,94.3,41.44260549588784
1770546545.6865072,turning_left,0.7733333333333333,58,1.16,94.2,47.661392213507355
1770546545.7074785,turning_left,0.7866666666666666,59,1.18,94.1,49.093762440742026
1770546545.7280374,turning_left,0.8,60,1.2,94.0,44.93451596170755
1770546545.748523,turning_left,0.8133333333333334,61,1.22,93.9,49.5568467562252
1770546545.7691915,turning_left,0.8266666666666667,62,1.24,93.8,41.78967235775511
1770546545.7897024,turning_left,0.84,63,1.26,93.7,48.8341905345238
1770546545.8105721,turning_left,0.8533333333333334,64,1.28,93.6,45.21752424246681
1770546545.830842,turning_left,0.8666666666666667,65,1.3,93.5,41.80767530400215
1770546545.8511643,turning_left,0.88,66,1.32,93.4,40.88409299624016
1770546545.8718653,turning_left,0.8933333333333333,67,1.34,93.3,44.90253213033207
1770546545.8930628,turning_left,0.9066666666666666,68,1.36,93.2,45.804000272855625
1770546545.9135306,turning_left,0.92,69,1.3800000000000001,93.1,44.170084721339215
1770546545.9342139,turning_left,0.9333333333333333,70,1.4000000000000001,93.0,44.78693545564755
1770546545.9553542,turning_left,0.9466666666666667,71,1.42,92.9,42.06838665200421
1770546545.9761806,turning_left,0.96,72,1.44,92.8,49.964920335457016
1770546545.9966173,turning_left,0.9733333333333334,73,1.46,92.7,42.21027829031979
1770546546.0179436,turning_left,0.9866666666666667,74,1.48,92.6,49.10891687798329
